ประเภทรถไฟ,เส้นทางต้นทาง,รหัสสถานีต้นทาง,สถานีต้นทาง,เส้นทางปลายทาง,รหัสสถานีปลายทาง,สถานีปลายทาง,ค่าโดยสารหน่วยบาท,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL16,รัชดาภิเษก,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL17,สุทธิสาร,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL18,ห้วยขวาง,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL20,พระราม 9,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL21,เพชรบุรี,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL22,สุขุมวิท,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL23,ศูนย์การประชุมแห่งชาติสิริกิติ์,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL24,คลองเตย,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL25,ลุมพินี,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL26,สีลม,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL27,สามย่าน,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL28,หัวลำโพง,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL29,วัดมังกร,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL30,สามยอด,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL31,สนามไชย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL32,อิสรภาพ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL01,ท่าพระ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL33,บางไผ่,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL34,บางหว้า,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL35,เพชรเกษม 48,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL36,ภาษีเจริญ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL37,บางแค,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL38,หลักสอง,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL09,บางโพ,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL08,บางอ้อ,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL07,บางพลัด,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL06,สิรินธร,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL05,บางยี่ขัน,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL04,บางขุนนนท์,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL03,ไฟฉาย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL17,สุทธิสาร,สายสีน้ำเงิน,BL02,จรัญสนิทวงศ์ 13,42,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL11,บางซื่อ,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL12,กำแพงเพชร,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL13,สวนจตุจักร,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL14,พหลโยธิน,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL15,ลาดพร้าว,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL16,รัชดาภิเษก,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL17,สุทธิสาร,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL18,ห้วยขวาง,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL20,พระราม 9,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL21,เพชรบุรี,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL22,สุขุมวิท,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL23,ศูนย์การประชุมแห่งชาติสิริกิติ์,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL24,คลองเตย,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL25,ลุมพินี,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL26,สีลม,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL27,สามย่าน,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL28,หัวลำโพง,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL29,วัดมังกร,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL30,สามยอด,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL31,สนามไชย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL32,อิสรภาพ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL01,ท่าพระ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL33,บางไผ่,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL34,บางหว้า,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL35,เพชรเกษม 48,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL36,ภาษีเจริญ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL37,บางแค,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL38,หลักสอง,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL09,บางโพ,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL08,บางอ้อ,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL07,บางพลัด,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL06,สิรินธร,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL05,บางยี่ขัน,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL04,บางขุนนนท์,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL03,ไฟฉาย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL18,ห้วยขวาง,สายสีน้ำเงิน,BL02,จรัญสนิทวงศ์ 13,42,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL11,บางซื่อ,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL12,กำแพงเพชร,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL13,สวนจตุจักร,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL14,พหลโยธิน,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL15,ลาดพร้าว,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL16,รัชดาภิเษก,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL17,สุทธิสาร,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL18,ห้วยขวาง,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL20,พระราม 9,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL21,เพชรบุรี,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL22,สุขุมวิท,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL23,ศูนย์การประชุมแห่งชาติสิริกิติ์,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL24,คลองเตย,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL25,ลุมพินี,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL26,สีลม,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL27,สามย่าน,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL28,หัวลำโพง,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL29,วัดมังกร,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL30,สามยอด,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL31,สนามไชย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL32,อิสรภาพ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL01,ท่าพระ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL33,บางไผ่,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL34,บางหว้า,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL35,เพชรเกษม 48,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL36,ภาษีเจริญ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL37,บางแค,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL38,หลักสอง,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL09,บางโพ,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL08,บางอ้อ,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL07,บางพลัด,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL06,สิรินธร,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL05,บางยี่ขัน,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL04,บางขุนนนท์,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL03,ไฟฉาย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,สายสีน้ำเงิน,BL02,จรัญสนิทวงศ์ 13,42,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL11,บางซื่อ,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL12,กำแพงเพชร,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL13,สวนจตุจักร,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL14,พหลโยธิน,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL15,ลาดพร้าว,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL16,รัชดาภิเษก,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL17,สุทธิสาร,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL18,ห้วยขวาง,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL20,พระราม 9,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL21,เพชรบุรี,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL22,สุขุมวิท,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL23,ศูนย์การประชุมแห่งชาติสิริกิติ์,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL24,คลองเตย,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL25,ลุมพินี,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL26,สีลม,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL27,สามย่าน,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL28,หัวลำโพง,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL29,วัดมังกร,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL30,สามยอด,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL31,สนามไชย,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL32,อิสรภาพ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL01,ท่าพระ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL33,บางไผ่,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL34,บางหว้า,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL35,เพชรเกษม 48,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL36,ภาษีเจริญ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL37,บางแค,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL38,หลักสอง,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL09,บางโพ,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL08,บางอ้อ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL07,บางพลัด,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL06,สิรินธร,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL05,บางยี่ขัน,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL04,บางขุนนนท์,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL03,ไฟฉาย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL20,พระราม 9,สายสีน้ำเงิน,BL02,จรัญสนิทวงศ์ 13,42,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL11,บางซื่อ,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL12,กำแพงเพชร,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL13,สวนจตุจักร,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL14,พหลโยธิน,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL15,ลาดพร้าว,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL16,รัชดาภิเษก,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL17,สุทธิสาร,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL18,ห้วยขวาง,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL19,ศูนย์วัฒนธรรมแห่งประเทศไทย,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL20,พระราม 9,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL21,เพชรบุรี,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL22,สุขุมวิท,17 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL23,ศูนย์การประชุมแห่งชาติสิริกิติ์,19 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL24,คลองเตย,21 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL25,ลุมพินี,24 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL26,สีลม,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL27,สามย่าน,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL28,หัวลำโพง,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL29,วัดมังกร,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL30,สามยอด,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL31,สนามไชย,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL32,อิสรภาพ,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL01,ท่าพระ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL33,บางไผ่,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL34,บางหว้า,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL35,เพชรเกษม 48,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL36,ภาษีเจริญ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL37,บางแค,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL38,หลักสอง,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL09,บางโพ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL08,บางอ้อ,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL07,บางพลัด,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL06,สิรินธร,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL05,บางยี่ขัน,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL04,บางขุนนนท์,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL03,ไฟฉาย,42 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL21,เพชรบุรี,สายสีน้ำเงิน,BL02,จรัญสนิทวงศ์ 13,42,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL11,บางซื่อ,40 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL12,กำแพงเพชร,38 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL13,สวนจตุจักร,35 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL14,พหลโยธิน,33 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL15,ลาดพร้าว,31 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL16,รัชดาภิเษก,28 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL17,สุทธิสาร,26 ,,
รถไฟฟ้า ,สายสีน้ำเงิน,BL22,สุขุมวิท,สายสีน้ำเงิน,BL18,ห้วยขวาง,24 ,,
